"FLIGHT_DATE","Departure punct.","Arrival punct.","Operated schedules"
2022-01-01,74.4763061763391,79.203267262402,91.5820080117713
2022-01-02,74.2639576973761,78.8400887746758,91.6938540350682
2022-01-03,74.4921839214478,78.6133137868994,91.8453566052265
2022-01-04,74.688068950542,78.4976235622343,91.9071409215034
2022-01-05,75.0162336293335,78.6980352474914,91.8880737409695
2022-01-06,75.8051275034634,79.3685687158388,92.0192246437849
2022-01-07,75.3472828391152,79.0186970347801,92.3648908681071
2022-01-08,74.6717004568001,78.3836814781507,92.4481115223092
2022-01-09,75.5444923300474,79.0738753611226,92.4519804851421
2022-01-10,76.3747834652356,80.0881049790348,91.7102900289128
2022-01-11,76.9349303074876,80.8334646289586,90.9847443892471
2022-01-12,77.0233480573335,80.8289174867525,90.1641101116692
2022-01-13,77.2250485616502,80.8364301957957,89.2879042555494
2022-01-14,77.8378583130522,81.2570411534711,88.580597275585
2022-01-15,78.5878261549132,81.9866618495699,87.8030544183946
2022-01-16,79.8829901178182,83.3188636960165,87.0179599111823
2022-01-17,79.8721421828182,83.0348901606055,86.947275346632
2022-01-18,79.8783967461791,82.8614086200997,86.8903188156521
2022-01-19,80.6153685420258,83.5293011987803,86.9434990837273
2022-01-20,80.406346546578,83.1994890533876,87.0307035787463
2022-01-21,80.1988296734411,82.8464168117279,87.1274005116982
2022-01-22,80.158997223858,82.4495719664304,87.0973223043475
2022-01-23,79.9139576325696,81.8501022796769,87.0286284489894
2022-01-24,80.1852207089115,81.9713330351628,86.4350132214614
2022-01-25,80.0669148993578,81.8013199327093,85.6638104799483
2022-01-26,79.3461900791545,81.2330175913396,85.4876574503763
2022-01-27,79.394931385089,81.389527070961,85.3951004730901
2022-01-28,79.6147341947793,81.6129067209864,85.3944962730299
2022-01-29,79.9544270833333,82.0833559156685,85.3196946946947
2022-01-30,79.5863114576565,81.7869713543077,85.4495495917443
2022-01-31,79.2635242555751,81.4406843411819,85.9366696883499
2022-02-01,79.4284632853899,81.4244840426651,87.2051198206194
2022-02-02,80.0970167857736,81.7831470478248,88.0348726882456
2022-02-03,80.5971682798019,82.2283155667837,88.8366572804915
2022-02-04,81.0871047516309,82.9198803394453,89.3821300884887
2022-02-05,81.1033417269435,83.1165311653117,90.2947331032299
2022-02-06,80.9856083733101,83.0033886213661,90.9885270599142
2022-02-07,81.681602530311,83.8372002187329,91.8029264849187
2022-02-08,82.1964025279533,84.440533945186,92.029534412181
2022-02-09,82.5126201574377,84.9901836574822,92.2278806701835
2022-02-10,82.533344823294,85.0549829495383,92.3341133841624
2022-02-11,82.2822141560799,84.8186597080402,92.4653351801379
2022-02-12,81.9675651451352,84.6362167664335,92.4698618484733
2022-02-13,82.5352269253217,85.4787312879799,92.5593790163887
2022-02-14,82.5973834937621,85.8351184620618,92.6989359241268
2022-02-15,82.3976218917268,85.6994327198439,92.7820023983398
2022-02-16,82.0191278151825,85.2934238223125,92.7402782451794
2022-02-17,81.2098045254443,84.5266341852167,92.6375885559559
2022-02-18,79.4656634921794,82.5701395484767,91.7134700827794
2022-02-19,77.3839708461699,80.5214988775686,91.5540781025327
2022-02-20,75.9745555374327,79.1091576419412,91.1137474225348
2022-02-21,74.1958535349881,77.1916017621464,90.6752140356796
2022-02-22,73.6851115976897,76.9083831903698,90.6037310874994
2022-02-23,73.6361356879321,76.9924583057163,90.6344368930017
2022-02-24,73.2947812062836,76.8090096034669,90.4956914351788
